"incident_date","incident_datetime","analysis_neighborhood","incident_category","incident_category","resolution","police_district","incident_description","incident_number"
"2022-12-18 00:00:00","2022-12-18 16:07:00","Tenderloin","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, Shoplifting, $200-$950","220865743"
"2022-12-18 00:00:00","2022-12-18 16:08:00","Tenderloin","Assault","Assault","Open or Active","Tenderloin","Assault, Aggravated, W/ Force","220865602"
"2022-12-18 00:00:00","2022-12-18 16:08:00","Tenderloin","Assault","Assault","Open or Active","Tenderloin","Assault, Aggravated, W/ Other Weapon","220865602"
"2022-12-18 00:00:00","2022-12-18 16:09:00","Financial District/South Beach","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Tenderloin","Theft, From Building, >$950","220864206"
"2022-12-18 00:00:00","2022-12-18 16:09:00","Financial District/South Beach","Fraud","Fraud","Cite or Arrest Adult","Tenderloin","Fraudulent Use Of Automated Teller Card","220864206"
"2022-12-18 00:00:00","2022-12-18 16:09:00","Financial District/South Beach","Burglary","Burglary","Cite or Arrest Adult","Tenderloin","Burglary, Other Bldg., Unlawful Entry","220864206"
"2022-12-18 00:00:00","2022-12-18 16:25:00","Financial District/South Beach","Larceny Theft","Larceny Theft","Open or Active","Tenderloin","Theft, Shoplifting, >$950","220869745"
"2022-12-18 00:00:00","2022-12-18 16:27:00","Bayview Hunters Point","Vehicle Impounded","Vehicle Impounded","Open or Active","Bayview","Vehicle, Impounded","220865709"
"2022-12-18 00:00:00","2022-12-18 16:27:00","Bayview Hunters Point","Other Offenses","Other Offenses","Open or Active","Bayview","License Plate, Recovered","220863509"
"2022-12-18 00:00:00","2022-12-18 16:27:00","Bayview Hunters Point","Weapons Offense","Weapons Offense","Open or Active","Bayview","Firearm, Discharging Within City Limits","220866008"
"2022-12-18 00:00:00","2022-12-18 16:29:00","Mission","Malicious Mischief","Malicious Mischief","Open or Active","Mission","Malicious Mischief, Breaking Windows","220865759"
"2022-12-18 00:00:00","2022-12-18 16:30:00","Lincoln Park","Malicious Mischief","Malicious Mischief","Open or Active","Richmond","Malicious Mischief, Vandalism to Property","226245921"
"2022-12-18 00:00:00","2022-12-18 16:30:00","South of Market","Larceny Theft","Larceny Theft","Open or Active","Southern","Theft, From Person, $200-$950 (other than Pickpocket)","220867006"
"2022-12-18 00:00:00","2022-12-18 16:30:00","South of Market","Fraud","Fraud","Open or Active","Southern","Fraudulent Use Of Automated Teller Card","220867006"
"2022-12-18 00:00:00","2022-12-18 16:42:00","Hayes Valley","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Northern","Burglary Tools, Possession Of","220865828"
"2022-12-18 00:00:00","2022-12-18 16:42:00","Hayes Valley","Burglary","Burglary","Cite or Arrest Adult","Northern","Burglary, Apartment House, Forcible Entry","220865828"
"2022-12-18 00:00:00","2022-12-18 16:42:00","Hayes Valley","Burglary","Burglary","Cite or Arrest Adult","Northern","Burglary, Apartment House, Unlawful Entry","220865828"
"2022-12-18 00:00:00","2022-12-18 16:56:00","South of Market","Non-Criminal","Non-Criminal","Open or Active","Southern","Found  Property","220865840"
"2022-12-18 00:00:00","2022-12-18 17:00:00","Outer Mission","Larceny Theft","Larceny Theft","Open or Active","Ingleside","License Plate, Stolen","220867783"
"2022-12-18 00:00:00","2022-12-18 17:05:00","Inner Richmond","Missing Person","Missing Person","Open or Active","Richmond","Found Person","220865969"
"2022-12-18 00:00:00","2022-12-18 17:05:00","Inner Richmond","Missing Person","Missing Person","Open or Active","Richmond","Missing Adult","220865969"
"2022-12-18 00:00:00","2022-12-18 17:10:00","Tenderloin","Non-Criminal","Non-Criminal","Open or Active","Tenderloin","Found  Property","220865947"
"2022-12-18 00:00:00","2022-12-18 17:21:00","Portola","Warrant","Warrant","Cite or Arrest Adult","Bayview","Warrant Arrest, Local SF Warrant","220865919"
"2022-12-18 00:00:00","2022-12-18 17:21:00","Portola","Drug Offense","Drug Offense","Cite or Arrest Adult","Bayview","Narcotics Paraphernalia, Possession of","220865919"
"2022-12-18 00:00:00","2022-12-18 17:22:00","West of Twin Peaks","Recovered Vehicle","Recovered Vehicle","Open or Active","Ingleside","Vehicle, Recovered, Auto","220864927"
"2022-12-18 00:00:00","2022-12-18 17:30:00","Nob Hill","Burglary","Burglary","Open or Active","Central","Burglary, Apartment House, Unlawful Entry","220866644"
"2022-12-18 00:00:00","2022-12-18 17:43:00","North Beach","Vehicle Misplaced","Vehicle Misplaced","Open or Active","Central","Vehicle, Misplaced","220797312"
"2022-12-18 00:00:00","2022-12-18 17:50:00","Marina","Other Miscellaneous","Other Miscellaneous","Open or Active","Northern","Conspiracy","220868101"
"2022-12-18 00:00:00","2022-12-18 17:50:00","Marina","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, Shoplifting, >$950","220868101"
"2022-12-18 00:00:00","2022-12-18 17:52:00","Tenderloin","Other","Other","Open or Active","Central","Death Report, Cause Unknown","220865925"
"2022-12-18 00:00:00","2022-12-18 17:55:00","Haight Ashbury","Malicious Mischief","Malicious Mischief","Cite or Arrest Adult","Park","Malicious Mischief, Vandalism to Property","220865953"
"2022-12-18 00:00:00","2022-12-18 17:55:00","Haight Ashbury","Assault","Assault","Cite or Arrest Adult","Park","Battery","220865953"
"2022-12-18 00:00:00","2022-12-18 18:00:00","Outer Richmond","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, Vehicle Strip, >$950","220869325"
"2022-12-18 00:00:00","2022-12-18 18:00:00","Portola","Larceny Theft","Larceny Theft","Open or Active","Ingleside","License Plate, Stolen","220866995"
"2022-12-18 00:00:00","2022-12-18 18:00:00","Bayview Hunters Point","Larceny Theft","Larceny Theft","Open or Active","Bayview","License Plate, Stolen","220867272"
"2022-12-18 00:00:00","2022-12-18 18:10:00","Lakeshore","Vandalism","Vandalism","Open or Active","Taraval","Vehicle, Tampering","220867084"
"2022-12-18 00:00:00","2022-12-18 18:10:00","Lakeshore","Larceny Theft","Larceny Theft","Open or Active","Taraval","Theft, From Locked Vehicle, Att.","220867084"
"2022-12-18 00:00:00","2022-12-18 18:10:00","Lakeshore","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Taraval","Vehicle, Stolen, Attempted","220867084"
"2022-12-18 00:00:00","2022-12-18 18:30:00","Chinatown","Assault","Assault","Open or Active","Central","Battery","220865981"
"2022-12-18 00:00:00","2022-12-18 18:39:00","Western Addition","Non-Criminal","Non-Criminal","Open or Active","Northern","Aided Case, Injured or Sick Person","220866058"
"2022-12-18 00:00:00","2022-12-18 18:51:00","Western Addition","Other Miscellaneous","Other Miscellaneous","Open or Active","Northern","Investigative Detention","220866020"
"2022-12-18 00:00:00","2022-12-18 18:51:00","Western Addition","Malicious Mischief","Malicious Mischief","Open or Active","Northern","Malicious Mischief, Vandalism to Vehicle","220866020"
"2022-12-18 00:00:00","2022-12-18 19:00:00","Castro/Upper Market","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Mission","Vehicle, Stolen, Auto","220867012"
"2022-12-18 00:00:00","2022-12-18 19:00:00","Sunset/Parkside","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Taraval","Vehicle, Stolen, Truck","220866826"
"2022-12-18 00:00:00","2022-12-18 19:01:00","Bernal Heights","Malicious Mischief","Malicious Mischief","Open or Active","Mission","Malicious Mischief, Vandalism to Property","220869648"
"2022-12-18 00:00:00","2022-12-18 19:04:00","Marina","Assault","Assault","Cite or Arrest Adult","Northern","Battery","220866064"
"2022-12-18 00:00:00","2022-12-18 19:04:00","Marina","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Northern","Probation Violation","220866064"
"2022-12-18 00:00:00","2022-12-18 19:04:00","Marina","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Northern","Resisting, Delaying, or Obstructing  Peace Officer Duties","220866064"
"2022-12-18 00:00:00","2022-12-18 19:26:00","Mission","Non-Criminal","Non-Criminal","Open or Active","Mission","Mental Health Detention","220866111"
"2022-12-18 00:00:00","2022-12-18 19:34:00","Mission","Assault","Assault","Open or Active","Mission","Battery","220866092"
"2022-12-18 00:00:00","2022-12-18 19:42:00","Haight Ashbury","Assault","Assault","Cite or Arrest Adult","Park","Assault, Aggravated, W/ Other Weapon","220866105"
"2022-12-18 00:00:00","2022-12-18 19:42:00","Haight Ashbury","Offences Against The Family And Children","Offences Against The Family And Children","Cite or Arrest Adult","Park","Hate Crime (secondary only)","220866105"
"2022-12-18 00:00:00","2022-12-18 19:43:00","Potrero Hill","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Bayview","Trespassing","220866155"
"2022-12-18 00:00:00","2022-12-18 20:20:00","Russian Hill","Assault","Assault","Cite or Arrest Adult","Central","Battery, Of A Police Officer","220866161"
"2022-12-18 00:00:00","2022-12-18 20:20:00","Russian Hill","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Central","Driving While Under The Influence Of Alcohol, w/Injury","220866161"
"2022-12-18 00:00:00","2022-12-18 20:20:00","Russian Hill","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Central","Resisting, Delaying, or Obstructing  Peace Officer Duties","220866161"
"2022-12-18 00:00:00","2022-12-18 20:30:00","West of Twin Peaks","Burglary","Burglary","Open or Active","Ingleside","Burglary, Hot Prowl, Forcible Entry","220867153"
"2022-12-18 00:00:00","2022-12-18 20:30:00","Mission","Assault","Assault","Cite or Arrest Adult","Mission","Battery","220866183"
"2022-12-18 00:00:00","2022-12-18 20:45:00","Pacific Heights","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Richmond","Vehicle, Stolen, Auto","220867965"
"2022-12-18 00:00:00","2022-12-18 21:00:00","Pacific Heights","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, From Locked Vehicle, >$950","226245874"
"2022-12-18 00:00:00","2022-12-18 21:00:00","South of Market","Other","Other","Open or Active","Southern","Death Report, Cause Unknown","220870112"
"2022-12-18 00:00:00","2022-12-18 21:30:00","Russian Hill","Robbery","Robbery","Open or Active","Central","Robbery,  ATM, Force.","220866296"
"2022-12-18 00:00:00","2022-12-18 21:55:00","Western Addition","Other Offenses","Other Offenses","Open or Active","Northern","License Plate, Found","220866218"
"2022-12-18 00:00:00","2022-12-18 21:55:00","Western Addition","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Northern","Miscellaneous Investigation","220866218"
"2022-12-18 00:00:00","2022-12-18 21:55:00","Western Addition","Other Offenses","Other Offenses","Open or Active","Northern","License Plate, Recovered","220866218"
"2022-12-18 00:00:00","2022-12-18 22:00:00","Castro/Upper Market","Assault","Assault","Open or Active","Mission","Battery","220866321"
"2022-12-18 00:00:00","2022-12-18 22:03:00","Sunset/Parkside","Suspicious Occ","Suspicious Occ","Open or Active","Taraval","Suspicious Occurrence","220866309"
"2022-12-18 00:00:00","2022-12-18 22:03:00","Sunset/Parkside","Non-Criminal","Non-Criminal","Open or Active","Taraval","Found  Property","220866309"
"2022-12-18 00:00:00","2022-12-18 22:22:00","Outer Richmond","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Richmond","Burglary Tools, Possession Of","220866343"
"2022-12-18 00:00:00","2022-12-18 22:22:00","Outer Richmond","Burglary","Burglary","Cite or Arrest Adult","Richmond","Burglary, Residence, Unlawful Entry","220866343"
"2022-12-18 00:00:00","2022-12-18 22:40:00","Bayview Hunters Point","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Bayview","Vehicle, Stolen, Auto","220866371"
"2022-12-18 00:00:00","2022-12-18 22:40:00","Bayview Hunters Point","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Bayview","Vehicle, Stolen & Recovered","220866371"
"2022-12-18 00:00:00","2022-12-18 22:40:00","Bayview Hunters Point","Assault","Assault","Open or Active","Bayview","Assault, Aggravated, W/ Other Weapon","220866371"
"2022-12-18 00:00:00","2022-12-18 22:40:00","Bayview Hunters Point","Assault","Assault","Open or Active","Bayview","Battery","220866371"
"2022-12-18 00:00:00","2022-12-18 22:54:00","Mission","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Mission","Driving While Under The Influence Of Drugs","220866359"
"2022-12-18 00:00:00","2022-12-18 23:00:00","Pacific Heights","Burglary","Burglary","Open or Active","Northern","Burglary, Safe, Other","220866882"
"2022-12-18 00:00:00","2022-12-18 23:00:00","Bayview Hunters Point","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Bayview","Vehicle, Stolen, Auto","220866810"
"2022-12-19 00:00:00","2022-12-19 00:00:00","Outer Richmond","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, From Unlocked Vehicle, >$950","226246349"
"2022-12-19 00:00:00","2022-12-19 00:00:00","North Beach","Suspicious Occ","Suspicious Occ","Open or Active","Central","Suspicious Occurrence","220868941"
"2022-12-19 00:00:00","2022-12-19 00:00:00","Bernal Heights","Other Miscellaneous","Other Miscellaneous","Open or Active","Ingleside","Trespassing","220866973"
"2022-12-19 00:00:00","2022-12-19 00:12:00","South of Market","Traffic Violation Arrest","Traffic Violation Arrest","Cite or Arrest Adult","Southern","Traffic Violation Arrest","220866406"
"2022-12-19 00:00:00","2022-12-19 00:12:00","South of Market","Warrant","Warrant","Cite or Arrest Adult","Southern","Warrant Arrest, Enroute To Outside Jurisdiction","220866406"
"2022-12-19 00:00:00","2022-12-19 00:15:00","Glen Park","Other Miscellaneous","Other Miscellaneous","Open or Active","Ingleside","Investigative Detention","220866440"
"2022-12-19 00:00:00","2022-12-19 00:15:00","Tenderloin","Other","Other","Open or Active","Tenderloin","Death Report, Cause Unknown","220866456"
"2022-12-19 00:00:00","2022-12-19 00:15:00","Glen Park","Other Miscellaneous","Other Miscellaneous","Open or Active","Ingleside","Trespassing","220866440"
"2022-12-19 00:00:00","2022-12-19 00:17:00","South of Market","Assault","Assault","Open or Active","Southern","Battery","220866393"
"2022-12-19 00:00:00","2022-12-19 01:00:00","Nob Hill","Malicious Mischief","Malicious Mischief","Open or Active","Central","Malicious Mischief, Vandalism to Property","220866553"
"2022-12-19 00:00:00","2022-12-19 01:28:00","Sunset/Parkside","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Taraval","Miscellaneous Investigation","220868173"
"2022-12-19 00:00:00","2022-12-19 01:32:00","Lone Mountain/USF","Other Miscellaneous","Other Miscellaneous","Open or Active","Park","Investigative Detention","220866478"
"2022-12-19 00:00:00","2022-12-19 02:00:00","Presidio Heights","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, From Locked Vehicle, <$50","220866597"
"2022-12-19 00:00:00","2022-12-19 02:12:00","Mission","Non-Criminal","Non-Criminal","Unfounded","Mission","Found  Property","220866490"
"2022-12-19 00:00:00","2022-12-19 02:51:00","Outer Mission","Non-Criminal","Non-Criminal","Open or Active","Ingleside","Mental Health Detention","220866622"
"2022-12-19 00:00:00","2022-12-19 03:00:00","Bayview Hunters Point","Burglary","Burglary","Open or Active","Bayview","Burglary, Apartment House, Forcible Entry","220866763"
"2022-12-19 00:00:00","2022-12-19 03:00:00","Mission Bay","Robbery","Robbery","Open or Active","Southern","Robbery, W/ Force","220866547"
"2022-12-19 00:00:00","2022-12-19 03:00:00","Bayview Hunters Point","Larceny Theft","Larceny Theft","Open or Active","Bayview","Theft, From Unlocked Vehicle, >$950","220866763"
"2022-12-19 00:00:00","2022-12-19 03:00:00","Presidio Heights","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, From Unlocked Vehicle, >$950","226245880"
"2022-12-19 00:00:00","2022-12-19 03:25:00","Bayview Hunters Point","Burglary","Burglary","Open or Active","Bayview","Burglary, Store, Forcible Entry","220866666"
"2022-12-19 00:00:00","2022-12-19 04:04:00","Excelsior","Malicious Mischief","Malicious Mischief","Open or Active","Ingleside","Malicious Mischief, Vandalism to Vehicle","220866600"
"2022-12-19 00:00:00","2022-12-19 04:10:00","Marina","Robbery","Robbery","Open or Active","Northern","Robbery, Att., W/ Gun","220866638"
"2022-12-19 00:00:00","2022-12-19 04:10:00","Tenderloin","Non-Criminal","Non-Criminal","Open or Active","Central","Aided Case","220866616"
"2022-12-19 00:00:00","2022-12-19 04:28:00","South of Market","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Southern","Trespassing","220866650"
"2022-12-19 00:00:00","2022-12-19 04:57:00","Nob Hill","Burglary","Burglary","Open or Active","Central","Burglary, Non-residential, Forcible Entry","220866876"
"2022-12-19 00:00:00","2022-12-19 05:00:00","Bayview Hunters Point","Burglary","Burglary","Open or Active","Bayview","Burglary, Warehouse, Forcible Entry","220867103"
